location,date,vaccine,total_vaccinations
Chile,2021-03-25,Pfizer/BioNTech,895184
Chile,2021-03-25,Sinovac,8543268
Chile,2021-03-26,Pfizer/BioNTech,933624
Chile,2021-03-26,Sinovac,8722549
Chile,2021-03-27,Pfizer/BioNTech,935659
Chile,2021-03-27,Sinovac,8736207
Chile,2021-03-28,Pfizer/BioNTech,935659
Chile,2021-03-28,Sinovac,8737599
Chile,2021-03-29,Pfizer/BioNTech,957712
Chile,2021-03-29,Sinovac,8982338
Chile,2021-03-30,Pfizer/BioNTech,1015212
Chile,2021-03-30,Sinovac,9203549
Chile,2021-03-31,Pfizer/BioNTech,1061389
Chile,2021-03-31,Sinovac,9437733
Chile,2021-04-01,Pfizer/BioNTech,1085179
Chile,2021-04-01,Sinovac,9717320
Chile,2021-04-02,Pfizer/BioNTech,1085405
Chile,2021-04-02,Sinovac,9724136
Chile,2021-04-03,Pfizer/BioNTech,1085598
Chile,2021-04-03,Sinovac,9727172
Chile,2021-04-04,Pfizer/BioNTech,1085601
Chile,2021-04-04,Sinovac,9728291
Chile,2021-04-05,Pfizer/BioNTech,1116760
Chile,2021-04-05,Sinovac,9981982
Chile,2021-04-06,Pfizer/BioNTech,1199572
Chile,2021-04-06,Sinovac,10139034
Chile,2021-04-07,Pfizer/BioNTech,1288876
Chile,2021-04-07,Sinovac,10283068
Chile,2021-04-08,Pfizer/BioNTech,1367166
Chile,2021-04-08,Sinovac,10444362
Chile,2021-04-09,Pfizer/BioNTech,1416424
Chile,2021-04-09,Sinovac,10614091
Chile,2021-04-10,Pfizer/BioNTech,1424253
Chile,2021-04-10,Sinovac,10632292
Chile,2021-04-11,Pfizer/BioNTech,1424759
Chile,2021-04-11,Sinovac,10634239
Chile,2021-04-12,Pfizer/BioNTech,1489561
Chile,2021-04-12,Sinovac,10806489
Chile,2021-04-13,Pfizer/BioNTech,1577805
Chile,2021-04-13,Sinovac,10953607
Chile,2021-04-14,Pfizer/BioNTech,1667340
Chile,2021-04-14,Sinovac,11093607
Chile,2021-04-15,Pfizer/BioNTech,1735372
Chile,2021-04-15,Sinovac,11232786
Chile,2021-04-16,Pfizer/BioNTech,1786131
Chile,2021-04-16,Sinovac,11376253
Chile,2021-04-17,Pfizer/BioNTech,1792058
Chile,2021-04-17,Sinovac,11392614
Chile,2021-04-18,Pfizer/BioNTech,1792737
Chile,2021-04-18,Sinovac,11394575
Chile,2021-04-19,Pfizer/BioNTech,1816803
Chile,2021-04-19,Sinovac,11565490
Chile,2021-04-20,Pfizer/BioNTech,1861278
Chile,2021-04-20,Sinovac,11710378
Chile,2021-04-21,Pfizer/BioNTech,1907352
Chile,2021-04-21,Sinovac,11841923
Chile,2021-04-22,Pfizer/BioNTech,1954474
Chile,2021-04-22,Sinovac,11995548
Chile,2021-04-23,Pfizer/BioNTech,1983463
Chile,2021-04-23,Sinovac,12150214
Chile,2021-04-24,Pfizer/BioNTech,1985860
Chile,2021-04-24,Sinovac,12165503
Chile,2021-04-25,Pfizer/BioNTech,1985861
Chile,2021-04-25,Sinovac,12166545
Chile,2021-04-26,Pfizer/BioNTech,2031236
Chile,2021-04-26,Sinovac,12317896
Chile,2021-04-27,Pfizer/BioNTech,2095125
Chile,2021-04-27,Sinovac,12425565
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150008
Chile,2021-04-28,Sinovac,12536224
Chile,2021-04-29,Oxford/AstraZeneca,10150
Chile,2021-04-29,Pfizer/BioNTech,2182577
Chile,2021-04-29,Sinovac,12652537
Chile,2021-04-30,Oxford/AstraZeneca,23877
Chile,2021-04-30,Pfizer/BioNTech,2213630
Chile,2021-04-30,Sinovac,12695633
Chile,2021-05-01,Oxford/AstraZeneca,24163
Chile,2021-05-01,Pfizer/BioNTech,2214807
Chile,2021-05-01,Sinovac,12696470
Chile,2021-05-02,Oxford/AstraZeneca,24345
Chile,2021-05-02,Pfizer/BioNTech,2215199
Chile,2021-05-02,Sinovac,12697362
Chile,2021-05-03,Oxford/AstraZeneca,44443
Chile,2021-05-03,Pfizer/BioNTech,2239108
Chile,2021-05-03,Sinovac,12805240
Chile,2021-05-04,Oxford/AstraZeneca,61217
Chile,2021-05-04,Pfizer/BioNTech,2285278
Chile,2021-05-04,Sinovac,12912005
Chile,2021-05-05,Oxford/AstraZeneca,71044
Chile,2021-05-05,Pfizer/BioNTech,2333873
Chile,2021-05-05,Sinovac,13028788
Chile,2021-05-06,Oxford/AstraZeneca,78260
Chile,2021-05-06,Pfizer/BioNTech,2374772
Chile,2021-05-06,Sinovac,13138965
Chile,2021-05-07,Oxford/AstraZeneca,82408
Chile,2021-05-07,Pfizer/BioNTech,2408783
Chile,2021-05-07,Sinovac,13248793
Chile,2021-05-08,Oxford/AstraZeneca,83078
Chile,2021-05-08,Pfizer/BioNTech,2414523
Chile,2021-05-08,Sinovac,13267978
Chile,2021-05-09,Oxford/AstraZeneca,83148
Chile,2021-05-09,Pfizer/BioNTech,2414588
Chile,2021-05-09,Sinovac,13269248
Chile,2021-05-10,Oxford/AstraZeneca,86103
Chile,2021-05-10,Pfizer/BioNTech,2454095
Chile,2021-05-10,Sinovac,13400520
Chile,2021-05-11,Oxford/AstraZeneca,88082
Chile,2021-05-11,Pfizer/BioNTech,2520274
Chile,2021-05-11,Sinovac,13525149
Chile,2021-05-12,Oxford/AstraZeneca,89750
Chile,2021-05-12,Pfizer/BioNTech,2579769
Chile,2021-05-12,Sinovac,13647360
Chile,2021-05-13,Oxford/AstraZeneca,90302
Chile,2021-05-13,Pfizer/BioNTech,2627708
Chile,2021-05-13,Sinovac,13756567
Chile,2021-05-14,Oxford/AstraZeneca,90545
Chile,2021-05-14,Pfizer/BioNTech,2672647
Chile,2021-05-14,Sinovac,13870886
Chile,2021-05-15,Oxford/AstraZeneca,90585
Chile,2021-05-15,Pfizer/BioNTech,2672941
Chile,2021-05-15,Sinovac,13872010
Chile,2021-05-16,Oxford/AstraZeneca,90585
Chile,2021-05-16,Pfizer/BioNTech,2673021
Chile,2021-05-16,Sinovac,13872366
Chile,2021-05-17,Oxford/AstraZeneca,90880
Chile,2021-05-17,Pfizer/BioNTech,2726417
Chile,2021-05-17,Sinovac,13990353
Chile,2021-05-18,Oxford/AstraZeneca,92310
Chile,2021-05-18,Pfizer/BioNTech,2805090
Chile,2021-05-18,Sinovac,14094057
Chile,2021-05-19,Oxford/AstraZeneca,98828
Chile,2021-05-19,Pfizer/BioNTech,2884666
Chile,2021-05-19,Sinovac,14174981
Chile,2021-05-20,Oxford/AstraZeneca,105546
Chile,2021-05-20,Pfizer/BioNTech,2955670
Chile,2021-05-20,Sinovac,14289112
Chile,2021-05-21,Oxford/AstraZeneca,105617
Chile,2021-05-21,Pfizer/BioNTech,2962722
Chile,2021-05-21,Sinovac,14291655
Chile,2021-05-22,Oxford/AstraZeneca,106110
Chile,2021-05-22,Pfizer/BioNTech,2975324
Chile,2021-05-22,Sinovac,14311674
Chile,2021-05-23,Oxford/AstraZeneca,106130
Chile,2021-05-23,Pfizer/BioNTech,2976454
Chile,2021-05-23,Sinovac,14314809
Chile,2021-05-24,Oxford/AstraZeneca,118540
Chile,2021-05-24,Pfizer/BioNTech,3050734
Chile,2021-05-24,Sinovac,14465119
Chile,2021-05-25,Oxford/AstraZeneca,136115
Chile,2021-05-25,Pfizer/BioNTech,3162229
Chile,2021-05-25,Sinovac,14582847
Chile,2021-05-26,Oxford/AstraZeneca,161507
Chile,2021-05-26,Pfizer/BioNTech,3236438
Chile,2021-05-26,Sinovac,14712298
Chile,2021-05-27,Oxford/AstraZeneca,195444
Chile,2021-05-27,Pfizer/BioNTech,3293186
Chile,2021-05-27,Sinovac,14824851
Chile,2021-05-28,Oxford/AstraZeneca,227547
Chile,2021-05-28,Pfizer/BioNTech,3341250
Chile,2021-05-28,Sinovac,14931030
Chile,2021-05-29,Oxford/AstraZeneca,235991
Chile,2021-05-29,Pfizer/BioNTech,3353513
Chile,2021-05-29,Sinovac,14957714
Chile,2021-05-30,Oxford/AstraZeneca,237385
Chile,2021-05-30,Pfizer/BioNTech,3355074
Chile,2021-05-30,Sinovac,14964853
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281183
Chile,2021-05-31,Pfizer/BioNTech,3423220
Chile,2021-05-31,Sinovac,15068534
Chile,2021-06-01,CanSino,10458
Chile,2021-06-01,Oxford/AstraZeneca,326593
Chile,2021-06-01,Pfizer/BioNTech,3526553
Chile,2021-06-01,Sinovac,15130817
Chile,2021-06-02,CanSino,33777
Chile,2021-06-02,Oxford/AstraZeneca,359078
Chile,2021-06-02,Pfizer/BioNTech,3606648
Chile,2021-06-02,Sinovac,15199144
Chile,2021-06-03,CanSino,73397
Chile,2021-06-03,Oxford/AstraZeneca,361422
Chile,2021-06-03,Pfizer/BioNTech,3654222
Chile,2021-06-03,Sinovac,15273420
Chile,2021-06-04,CanSino,107763
Chile,2021-06-04,Oxford/AstraZeneca,362976
Chile,2021-06-04,Pfizer/BioNTech,3678745
Chile,2021-06-04,Sinovac,15358197
Chile,2021-06-05,CanSino,117676
Chile,2021-06-05,Oxford/AstraZeneca,363286
Chile,2021-06-05,Pfizer/BioNTech,3683861
Chile,2021-06-05,Sinovac,15380587
Chile,2021-06-06,CanSino,119466
Chile,2021-06-06,Oxford/AstraZeneca,363316
Chile,2021-06-06,Pfizer/BioNTech,3684454
Chile,2021-06-06,Sinovac,15383174
Chile,2021-06-07,CanSino,146933
Chile,2021-06-07,Oxford/AstraZeneca,365272
Chile,2021-06-07,Pfizer/BioNTech,3696196
Chile,2021-06-07,Sinovac,15523458
Chile,2021-06-08,CanSino,167012
Chile,2021-06-08,Oxford/AstraZeneca,366956
Chile,2021-06-08,Pfizer/BioNTech,3709842
Chile,2021-06-08,Sinovac,15672846
Chile,2021-06-09,CanSino,183741
Chile,2021-06-09,Oxford/AstraZeneca,368928
Chile,2021-06-09,Pfizer/BioNTech,3722130
Chile,2021-06-09,Sinovac,15835559
Chile,2021-06-10,CanSino,196898
Chile,2021-06-10,Oxford/AstraZeneca,370216
Chile,2021-06-10,Pfizer/BioNTech,3736096
Chile,2021-06-10,Sinovac,16010284
Chile,2021-06-11,CanSino,200943
Chile,2021-06-11,Oxford/AstraZeneca,371452
Chile,2021-06-11,Pfizer/BioNTech,3752990
Chile,2021-06-11,Sinovac,16167121
Chile,2021-06-12,CanSino,201336
Chile,2021-06-12,Oxford/AstraZeneca,371780
Chile,2021-06-12,Pfizer/BioNTech,3755804
Chile,2021-06-12,Sinovac,16196097
Chile,2021-06-13,CanSino,201385
Chile,2021-06-13,Oxford/AstraZeneca,371795
Chile,2021-06-13,Pfizer/BioNTech,3756349
Chile,2021-06-13,Sinovac,16197555
Chile,2021-06-14,CanSino,205562
Chile,2021-06-14,Oxford/AstraZeneca,372968
Chile,2021-06-14,Pfizer/BioNTech,3788401
Chile,2021-06-14,Sinovac,16381871
Chile,2021-06-15,CanSino,209242
Chile,2021-06-15,Oxford/AstraZeneca,373787
Chile,2021-06-15,Pfizer/BioNTech,3841639
Chile,2021-06-15,Sinovac,16534928
Chile,2021-06-16,CanSino,213196
Chile,2021-06-16,Oxford/AstraZeneca,374650
Chile,2021-06-16,Pfizer/BioNTech,3913322
Chile,2021-06-16,Sinovac,16685374
Chile,2021-06-17,CanSino,216238
Chile,2021-06-17,Oxford/AstraZeneca,375431
Chile,2021-06-17,Pfizer/BioNTech,3980070
Chile,2021-06-17,Sinovac,16798826
Chile,2021-06-18,CanSino,218615
Chile,2021-06-18,Oxford/AstraZeneca,376277
Chile,2021-06-18,Pfizer/BioNTech,4017681
Chile,2021-06-18,Sinovac,16865276
Chile,2021-06-19,CanSino,218893
Chile,2021-06-19,Oxford/AstraZeneca,376421
Chile,2021-06-19,Pfizer/BioNTech,4029186
Chile,2021-06-19,Sinovac,16890074
Chile,2021-06-20,CanSino,218905
Chile,2021-06-20,Oxford/AstraZeneca,376431
Chile,2021-06-20,Pfizer/BioNTech,4030417
Chile,2021-06-20,Sinovac,16892775
Chile,2021-06-21,CanSino,218983
Chile,2021-06-21,Oxford/AstraZeneca,376554
Chile,2021-06-21,Pfizer/BioNTech,4040129
Chile,2021-06-21,Sinovac,16902593
Chile,2021-06-22,CanSino,222745
Chile,2021-06-22,Oxford/AstraZeneca,378383
Chile,2021-06-22,Pfizer/BioNTech,4203277
Chile,2021-06-22,Sinovac,17042750
Chile,2021-06-23,CanSino,235163
Chile,2021-06-23,Oxford/AstraZeneca,380651
Chile,2021-06-23,Pfizer/BioNTech,4318716
Chile,2021-06-23,Sinovac,17164278
Chile,2021-06-24,CanSino,298733
Chile,2021-06-24,Oxford/AstraZeneca,384110
Chile,2021-06-24,Pfizer/BioNTech,4404887
Chile,2021-06-24,Sinovac,17264304
Chile,2021-06-25,CanSino,348830
Chile,2021-06-25,Oxford/AstraZeneca,388170
Chile,2021-06-25,Pfizer/BioNTech,4477667
Chile,2021-06-25,Sinovac,17348599
Chile,2021-06-26,CanSino,358903
Chile,2021-06-26,Oxford/AstraZeneca,389411
Chile,2021-06-26,Pfizer/BioNTech,4498659
Chile,2021-06-26,Sinovac,17369188
Chile,2021-06-27,CanSino,360158
Chile,2021-06-27,Oxford/AstraZeneca,389502
Chile,2021-06-27,Pfizer/BioNTech,4500902
Chile,2021-06-27,Sinovac,17371265
Chile,2021-06-28,CanSino,361384
Chile,2021-06-28,Oxford/AstraZeneca,389668
Chile,2021-06-28,Pfizer/BioNTech,4503598
Chile,2021-06-28,Sinovac,17372783
Chile,2021-06-29,CanSino,393286
Chile,2021-06-29,Oxford/AstraZeneca,395483
Chile,2021-06-29,Pfizer/BioNTech,4637273
Chile,2021-06-29,Sinovac,17450761
Chile,2021-06-30,CanSino,416193
Chile,2021-06-30,Oxford/AstraZeneca,399750
Chile,2021-06-30,Pfizer/BioNTech,4769412
Chile,2021-06-30,Sinovac,17496413
Chile,2021-07-01,CanSino,430202
Chile,2021-07-01,Oxford/AstraZeneca,402801
Chile,2021-07-01,Pfizer/BioNTech,4904568
Chile,2021-07-01,Sinovac,17526965
Chile,2021-07-02,CanSino,441675
Chile,2021-07-02,Oxford/AstraZeneca,405388
Chile,2021-07-02,Pfizer/BioNTech,5002409
Chile,2021-07-02,Sinovac,17556827
Chile,2021-07-03,CanSino,445106
Chile,2021-07-03,Oxford/AstraZeneca,405980
Chile,2021-07-03,Pfizer/BioNTech,5025715
Chile,2021-07-03,Sinovac,17567479
Chile,2021-07-04,CanSino,445507
Chile,2021-07-04,Oxford/AstraZeneca,406048
Chile,2021-07-04,Pfizer/BioNTech,5028710
Chile,2021-07-04,Sinovac,17568523
Chile,2021-07-05,CanSino,455914
Chile,2021-07-05,Oxford/AstraZeneca,409903
Chile,2021-07-05,Pfizer/BioNTech,5122152
Chile,2021-07-05,Sinovac,17615675
Chile,2021-07-06,CanSino,463505
Chile,2021-07-06,Oxford/AstraZeneca,413512
Chile,2021-07-06,Pfizer/BioNTech,5191475
Chile,2021-07-06,Sinovac,17665331
Chile,2021-07-07,CanSino,468303
Chile,2021-07-07,Oxford/AstraZeneca,416576
Chile,2021-07-07,Pfizer/BioNTech,5285202
Chile,2021-07-07,Sinovac,17725867
Chile,2021-07-08,CanSino,472169
Chile,2021-07-08,Oxford/AstraZeneca,418807
Chile,2021-07-08,Pfizer/BioNTech,5361521
Chile,2021-07-08,Sinovac,17800108
Chile,2021-07-09,CanSino,476087
Chile,2021-07-09,Oxford/AstraZeneca,421147
Chile,2021-07-09,Pfizer/BioNTech,5430312
Chile,2021-07-09,Sinovac,17864561
Chile,2021-07-10,CanSino,477661
Chile,2021-07-10,Oxford/AstraZeneca,422168
Chile,2021-07-10,Pfizer/BioNTech,5455358
Chile,2021-07-10,Sinovac,17880333
Chile,2021-07-11,CanSino,477832
Chile,2021-07-11,Oxford/AstraZeneca,422248
Chile,2021-07-11,Pfizer/BioNTech,5458611
Chile,2021-07-11,Sinovac,17881937
Chile,2021-07-12,CanSino,481920
Chile,2021-07-12,Oxford/AstraZeneca,424914
Chile,2021-07-12,Pfizer/BioNTech,5545414
Chile,2021-07-12,Sinovac,17968124
Chile,2021-07-13,CanSino,484753
Chile,2021-07-13,Oxford/AstraZeneca,426765
Chile,2021-07-13,Pfizer/BioNTech,5648693
Chile,2021-07-13,Sinovac,18044135
Chile,2021-07-14,CanSino,487472
Chile,2021-07-14,Oxford/AstraZeneca,428318
Chile,2021-07-14,Pfizer/BioNTech,5723503
Chile,2021-07-14,Sinovac,18127927
Chile,2021-07-15,CanSino,492778
Chile,2021-07-15,Oxford/AstraZeneca,431540
Chile,2021-07-15,Pfizer/BioNTech,5790454
Chile,2021-07-15,Sinovac,18219785
Chile,2021-07-16,CanSino,492875
Chile,2021-07-16,Oxford/AstraZeneca,431650
Chile,2021-07-16,Pfizer/BioNTech,5792909
Chile,2021-07-16,Sinovac,18221944
Chile,2021-07-17,CanSino,493344
Chile,2021-07-17,Oxford/AstraZeneca,431973
Chile,2021-07-17,Pfizer/BioNTech,5802142
Chile,2021-07-17,Sinovac,18235804
Chile,2021-07-18,CanSino,493446
Chile,2021-07-18,Oxford/AstraZeneca,431973
Chile,2021-07-18,Pfizer/BioNTech,5803013
Chile,2021-07-18,Sinovac,18237065
Chile,2021-07-19,CanSino,496081
Chile,2021-07-19,Oxford/AstraZeneca,433872
Chile,2021-07-19,Pfizer/BioNTech,5861962
Chile,2021-07-19,Sinovac,18296922
Chile,2021-07-20,CanSino,497816
Chile,2021-07-20,Oxford/AstraZeneca,435839
Chile,2021-07-20,Pfizer/BioNTech,5941735
Chile,2021-07-20,Sinovac,18347845
Chile,2021-07-21,CanSino,499218
Chile,2021-07-21,Oxford/AstraZeneca,438291
Chile,2021-07-21,Pfizer/BioNTech,6001824
Chile,2021-07-21,Sinovac,18388743
Chile,2021-07-22,CanSino,500811
Chile,2021-07-22,Oxford/AstraZeneca,440831
Chile,2021-07-22,Pfizer/BioNTech,6047011
Chile,2021-07-22,Sinovac,18417836
Chile,2021-07-23,CanSino,502041
Chile,2021-07-23,Oxford/AstraZeneca,444820
Chile,2021-07-23,Pfizer/BioNTech,6136038
Chile,2021-07-23,Sinovac,18439685
Chile,2021-07-24,CanSino,503467
Chile,2021-07-24,Oxford/AstraZeneca,446091
Chile,2021-07-24,Pfizer/BioNTech,6151091
Chile,2021-07-24,Sinovac,18456548
Chile,2021-07-25,CanSino,503509
Chile,2021-07-25,Oxford/AstraZeneca,446124
Chile,2021-07-25,Pfizer/BioNTech,6152330
Chile,2021-07-25,Sinovac,18458197
Chile,2021-07-26,CanSino,504459
Chile,2021-07-26,Oxford/AstraZeneca,449421
Chile,2021-07-26,Pfizer/BioNTech,6191070
Chile,2021-07-26,Sinovac,18471990
Chile,2021-07-27,CanSino,505237
Chile,2021-07-27,Oxford/AstraZeneca,452382
Chile,2021-07-27,Pfizer/BioNTech,6228309
Chile,2021-07-27,Sinovac,18482097
Chile,2021-07-28,CanSino,505769
Chile,2021-07-28,Oxford/AstraZeneca,454346
Chile,2021-07-28,Pfizer/BioNTech,6253886
Chile,2021-07-28,Sinovac,18489199
Chile,2021-07-29,CanSino,506247
Chile,2021-07-29,Oxford/AstraZeneca,455992
Chile,2021-07-29,Pfizer/BioNTech,6336187
Chile,2021-07-29,Sinovac,18495083
Chile,2021-07-30,CanSino,506522
Chile,2021-07-30,Oxford/AstraZeneca,457626
Chile,2021-07-30,Pfizer/BioNTech,6406741
Chile,2021-07-30,Sinovac,18499398
Chile,2021-07-31,CanSino,506534
Chile,2021-07-31,Oxford/AstraZeneca,457975
Chile,2021-07-31,Pfizer/BioNTech,6416145
Chile,2021-07-31,Sinovac,18500839
Chile,2021-08-01,CanSino,506535
Chile,2021-08-01,Oxford/AstraZeneca,457976
Chile,2021-08-01,Pfizer/BioNTech,6416547
Chile,2021-08-01,Sinovac,18500905
Chile,2021-08-02,CanSino,507533
Chile,2021-08-02,Oxford/AstraZeneca,459807
Chile,2021-08-02,Pfizer/BioNTech,6422492
Chile,2021-08-02,Sinovac,18616338
Chile,2021-08-03,CanSino,508386
Chile,2021-08-03,Oxford/AstraZeneca,461959
Chile,2021-08-03,Pfizer/BioNTech,6428646
Chile,2021-08-03,Sinovac,18746207
Chile,2021-08-04,CanSino,508610
Chile,2021-08-04,Oxford/AstraZeneca,463781
Chile,2021-08-04,Pfizer/BioNTech,6486892
Chile,2021-08-04,Sinovac,18750628
Chile,2021-08-05,CanSino,508792
Chile,2021-08-05,Oxford/AstraZeneca,465177
Chile,2021-08-05,Pfizer/BioNTech,6528749
Chile,2021-08-05,Sinovac,18753500
Chile,2021-08-06,CanSino,508972
Chile,2021-08-06,Oxford/AstraZeneca,466439
Chile,2021-08-06,Pfizer/BioNTech,6559602
Chile,2021-08-06,Sinovac,18755912
Chile,2021-08-07,CanSino,508987
Chile,2021-08-07,Oxford/AstraZeneca,466457
Chile,2021-08-07,Pfizer/BioNTech,6560499
Chile,2021-08-07,Sinovac,18756149
Chile,2021-08-08,CanSino,508987
Chile,2021-08-08,Oxford/AstraZeneca,466457
Chile,2021-08-08,Pfizer/BioNTech,6560511
Chile,2021-08-08,Sinovac,18756214
Chile,2021-08-09,CanSino,509207
Chile,2021-08-09,Oxford/AstraZeneca,467247
Chile,2021-08-09,Pfizer/BioNTech,6568041
Chile,2021-08-09,Sinovac,18845959
Chile,2021-08-10,CanSino,509460
Chile,2021-08-10,Oxford/AstraZeneca,467962
Chile,2021-08-10,Pfizer/BioNTech,6575898
Chile,2021-08-10,Sinovac,18924909
Chile,2021-08-11,CanSino,509565
Chile,2021-08-11,Oxford/AstraZeneca,469845
Chile,2021-08-11,Pfizer/BioNTech,6690466
Chile,2021-08-11,Sinovac,18929074
Chile,2021-08-12,CanSino,509675
Chile,2021-08-12,Oxford/AstraZeneca,471355
Chile,2021-08-12,Pfizer/BioNTech,6765166
Chile,2021-08-12,Sinovac,18934427
Chile,2021-08-13,CanSino,509766
Chile,2021-08-13,Oxford/AstraZeneca,472168
Chile,2021-08-13,Pfizer/BioNTech,6811972
Chile,2021-08-13,Sinovac,18937953
Chile,2021-08-14,CanSino,509779
Chile,2021-08-14,Oxford/AstraZeneca,472192
Chile,2021-08-14,Pfizer/BioNTech,6812917
Chile,2021-08-14,Sinovac,18938272
Chile,2021-08-15,CanSino,509779
Chile,2021-08-15,Oxford/AstraZeneca,472195
Chile,2021-08-15,Pfizer/BioNTech,6813002
Chile,2021-08-15,Sinovac,18938608
Chile,2021-08-16,CanSino,510200
Chile,2021-08-16,Oxford/AstraZeneca,473133
Chile,2021-08-16,Pfizer/BioNTech,6817462
Chile,2021-08-16,Sinovac,18993634
Chile,2021-08-17,CanSino,513276
Chile,2021-08-17,Oxford/AstraZeneca,474130
Chile,2021-08-17,Pfizer/BioNTech,6822103
Chile,2021-08-17,Sinovac,19045947
Chile,2021-08-18,CanSino,514577
Chile,2021-08-18,Oxford/AstraZeneca,475368
Chile,2021-08-18,Pfizer/BioNTech,6895825
Chile,2021-08-18,Sinovac,19049887
Chile,2021-08-19,CanSino,516061
Chile,2021-08-19,Oxford/AstraZeneca,476308
Chile,2021-08-19,Pfizer/BioNTech,6952761
Chile,2021-08-19,Sinovac,19052759
Chile,2021-08-20,CanSino,517932
Chile,2021-08-20,Oxford/AstraZeneca,477262
Chile,2021-08-20,Pfizer/BioNTech,7004856
Chile,2021-08-20,Sinovac,19055546
Chile,2021-08-21,CanSino,519103
Chile,2021-08-21,Oxford/AstraZeneca,477286
Chile,2021-08-21,Pfizer/BioNTech,7006283
Chile,2021-08-21,Sinovac,19056086
Chile,2021-08-22,CanSino,519720
Chile,2021-08-22,Oxford/AstraZeneca,477290
Chile,2021-08-22,Pfizer/BioNTech,7006424
Chile,2021-08-22,Sinovac,19056213
Chile,2021-08-23,CanSino,524654
Chile,2021-08-23,Oxford/AstraZeneca,480596
Chile,2021-08-23,Pfizer/BioNTech,7010576
Chile,2021-08-23,Sinovac,19098548
Chile,2021-08-24,CanSino,529393
Chile,2021-08-24,Oxford/AstraZeneca,483220
Chile,2021-08-24,Pfizer/BioNTech,7013861
Chile,2021-08-24,Sinovac,19132667
Chile,2021-08-25,CanSino,532968
Chile,2021-08-25,Oxford/AstraZeneca,485232
Chile,2021-08-25,Pfizer/BioNTech,7018227
Chile,2021-08-25,Sinovac,19154087
Chile,2021-08-26,CanSino,534448
Chile,2021-08-26,Oxford/AstraZeneca,485671
Chile,2021-08-26,Pfizer/BioNTech,7096804
Chile,2021-08-26,Sinovac,19156248
Chile,2021-08-27,CanSino,535911
Chile,2021-08-27,Oxford/AstraZeneca,486084
Chile,2021-08-27,Pfizer/BioNTech,7148166
Chile,2021-08-27,Sinovac,19158300
Chile,2021-08-28,CanSino,536964
Chile,2021-08-28,Oxford/AstraZeneca,486111
Chile,2021-08-28,Pfizer/BioNTech,7149225
Chile,2021-08-28,Sinovac,19158573
Chile,2021-08-29,CanSino,537360
Chile,2021-08-29,Oxford/AstraZeneca,486113
Chile,2021-08-29,Pfizer/BioNTech,7149320
Chile,2021-08-29,Sinovac,19158707
Chile,2021-08-30,CanSino,541367
Chile,2021-08-30,Oxford/AstraZeneca,488629
Chile,2021-08-30,Pfizer/BioNTech,7151854
Chile,2021-08-30,Sinovac,19248667
Chile,2021-08-31,CanSino,545658
Chile,2021-08-31,Oxford/AstraZeneca,491280
Chile,2021-08-31,Pfizer/BioNTech,7153913
Chile,2021-08-31,Sinovac,19351796
Chile,2021-09-01,CanSino,547022
Chile,2021-09-01,Oxford/AstraZeneca,491711
Chile,2021-09-01,Pfizer/BioNTech,7183238
Chile,2021-09-01,Sinovac,19356625
Chile,2021-09-02,CanSino,548149
Chile,2021-09-02,Oxford/AstraZeneca,492025
Chile,2021-09-02,Pfizer/BioNTech,7204395
Chile,2021-09-02,Sinovac,19359868
Chile,2021-09-03,CanSino,549467
Chile,2021-09-03,Oxford/AstraZeneca,492304
Chile,2021-09-03,Pfizer/BioNTech,7219244
Chile,2021-09-03,Sinovac,19362433
Chile,2021-09-04,CanSino,549825
Chile,2021-09-04,Oxford/AstraZeneca,492337
Chile,2021-09-04,Pfizer/BioNTech,7219494
Chile,2021-09-04,Sinovac,19362812
Chile,2021-09-05,CanSino,549949
Chile,2021-09-05,Oxford/AstraZeneca,492337
Chile,2021-09-05,Pfizer/BioNTech,7219516
Chile,2021-09-05,Sinovac,19362841
Chile,2021-09-06,CanSino,552322
Chile,2021-09-06,Oxford/AstraZeneca,494079
Chile,2021-09-06,Pfizer/BioNTech,7220661
Chile,2021-09-06,Sinovac,19433751
Chile,2021-09-07,CanSino,554414
Chile,2021-09-07,Oxford/AstraZeneca,495632
Chile,2021-09-07,Pfizer/BioNTech,7221888
Chile,2021-09-07,Sinovac,19507122
Chile,2021-09-08,CanSino,555153
Chile,2021-09-08,Oxford/AstraZeneca,495843
Chile,2021-09-08,Pfizer/BioNTech,7234443
Chile,2021-09-08,Sinovac,19510597
Chile,2021-09-09,CanSino,555766
Chile,2021-09-09,Oxford/AstraZeneca,496012
Chile,2021-09-09,Pfizer/BioNTech,7242695
Chile,2021-09-09,Sinovac,19513633
Croatia,2021-01-01,Pfizer/BioNTech,1965
Croatia,2021-01-08,Johnson&Johnson,1
Croatia,2021-01-08,Moderna,10
